TICKER,CNAME,PERMNO,IssuerNm,SCORE
02HZ,HOOKIPA PHARMA,18559,HOOKIPA PHARMA INC,0
02I4,BRAINSWAY,18547,BRAINSWAY LTD,0
02I5,TARGET HOSPITLTY,17357,TARGET HOSPITALITY CORP,0
02I8,CLARIVATE,18723,CLARIVATE ANALYTICS PLC,0
02I9,LUCKIN COFFEE,18662,LUCKIN COFFEE INC,0
02IE,SO-YOUNG INTL,18675,SO YOUNG INTERNATIONAL INC,0
02IL,CALIFORNIA BANC,19310,CALIFORNIA BANCORP,2
02IQ,PIEDMONT LITHIUM,17820,PIEDMONT LITHIUM LTD,0
02IQ,PIEDMONT LITHIUM,21325,PIEDMONT LITHIUM INC,0
02IS,MAYVILLE ENG,18709,MAYVILLE ENGINEERING CO INC,0
02IT,QUINCE,18648,CORTEXYME INC,1
02IY,POSTAL REALTY,18715,POSTAL REALTY TRUST INC,0
02J0,AVANTOR,18579,AVANTOR INC,0
02J2,CANOPY GROWTH,17827,CANOPY GROWTH CORP,0
02J7,SLACK TECH,18734,SLACK TECHNOLOGIES INC,0
02J8,AMCR,18724,AMCOR PLC,0
02J9,BIODEXA PHARMS,15904,BIODEXA PHARMACEUTICALS PLC,0
02JK,GAOTU TECHEDU,18743,G S X TECHEDU INC,1
02JO,SACHEM CAPITAL,16585,SACHEM CAPITAL CORP,0
02JU,ATERIAN,18780,ATERIAN INC,0
02K5,GROCERY OUTLET,18735,GROCERY OUTLET HOLDING CORP,0
02KF,BLUE OWL CAP US,18807,OWL ROCK CAPITAL CORP,1
02KI,MORPHIC HOLDING,18779,MORPHIC HOLDING INC,0
02KP,CHANGE HEALTHCAR,18771,CHANGE HEALTHCARE INC,0
02KQ,BRIDGEBIO PHARMA,18770,BRIDGEBIO PHARMA INC,0
02KS,ADAPTIVE,18769,ADAPTIVE BIOTECHNOLOGIES CORP,0
02KV,REALREAL,18784,REALREAL INC,0
02KW,PHREESIA,18808,PHREESIA INC,0
02LW,ASSETMARK FIN,18786,ASSETMARK FINANCIAL HOLDINGS INC,0
02LX,FULCRUM,18838,FULCRUM THERAPEUTICS INC,0
02M2,CASTLE,18832,CASTLE BIOSCIENCES INC,0
02M3,PROSIGHT GLOBAL,18810,PROSIGHT GLOBAL INC,0
02M4,SUNNOVA ENERGY,18815,SUNNOVA ENERGY INTERNATIONAL INC,0
02M6,VERB TECHNOLOGY,18568,VERB TECHNOLOGY COMPANY INC,0
02MG,VISTA ENERGY,18824,VISTA OIL & GAS S A B DE C V,1
02MI,DYNATRACE,18886,DYNATRACE INC,0
02MO,BORR DRILLING,18827,BORR DRILLING LTD,2
02MU,INMODE,18896,INMODE LTD,0
02MW,ORGANIGRAM GLO,18667,ORGANIGRAM HOLDINGS INC,0
02MY,CUSTOM TRUCK ONE,17032,CUSTOM TRUCK ONE SOURCE INC,0
02MZ,MOGO,17693,MOGO FINANCE TECHNOLOGY INC,5
02N1,CROSSFIRST,18895,CROSSFIRST BANKSHARES INC,0
02ND,PELOTON,18940,PELOTON INTERACTIVE INC,0
02NH,AKAZOO,18906,AKAZOO SA,0
02NT,10X GENOMICS,18908,10X GENOMICS INC,0
02NX,OR ROYALTIES,16156,OSISKO GOLD ROYALTIES LTD,4
02O2,RANPAK HOLDINGS,17309,RANPAK HOLDINGS CORP,0
02OE,SMILEDIRECTCLUB,18907,SMILEDIRECTCLUB INC,0
02OI,CLOUDFLARE,18909,CLOUDFLARE INC,0
02OJ,SPRINGWORKS,18961,SPRINGWORKS THERAPEUTICS INC,0
02OM,SATSUMA PHARMS,18960,SATSUMA PHARMACEUTICALS INC,0
02OP,ENVISTA HOLDINGS,18910,ENVISTA HOLDINGS CORP,0
02OQ,IGM BIOSCIENCES,18955,I G M BIOSCIENCES INC,0
02OZ,MOSAIC ACQ,17201,MOSAIC ACQUISITION CORP DE,0
02OZ/1,VIVINT SMART,17201,VIVINT SMART HOME INC,0
02P1,OPORTUN FINCL,18958,OPORTUN FINANCIAL CORP,0
02P8,METROCITY,19015,METROCITY BANKSHARES INC,0
02PA,KORRO BIO,19008,KORRO BIO INC,0
02PB,APREA,18997,APREA THERAPEUTICS INC,0
02PH,SILVERCREST,18036,SILVERCREST METALS INC,0
02PX,VIR BIOTECH,19032,VIR BIOTECHNOLOGY INC,0
02QA,SILVERGATE CAPIT,19058,SILVERGATE CAPITAL CORP,0
02QB,BALDWIN INSUR,19002,B R P GROUP INC,1
02QG,AESTHETIC MED,18996,AESTHETIC MEDICAL INT HLD GR LTD,0
02QT,RAPT,19021,R A P T THERAPEUTICS INC,1
02R3,THERATECHNOLOGIE,12890,THERATECHNOLOGIES INC,0
02R5,TELA BIO,19082,TELA BIO INC,0
02R7,CNS PHARMA,19066,CNS PHARMACEUTICALS INC,0
02R9,SOLITON,18414,SOLITON INC,0
02RK,BIOCERES CROP,17381,BIOCERES CROP SOLUTIONS CORP,0
02S5,XP,19148,X P INC,1
02S6,BILL HOLDINGS,19084,BILL COM HOLDINGS INC,0
02S9,SPROUT SOCIAL,19145,SPROUT SOCIAL INC,0
02TM,INDONESIA ENERGY,19128,INDONESIA ENERGY CORP LTD,0
02U2,REYNOLDS CNSMR,19178,REYNOLDS CONSUMER PRODUCTS INC,0
02U3,1LIFE HEALTHCARE,19177,1LIFE HEALTHCARE INC,0
02U7,VERTIV HOLDG,17987,VERTIV HOLDINGS CO,0
02UA,GRID DYNAMICS,18192,GRID DYNAMICS HOLDINGS INC,0
02UF,ONEWATER MARINE,19250,ONEWATER MARINE INC,0
02UZ,FRESH2 GROUP,19181,FRESH2 GROUP LTD,0
02V2,GFL ENVRIRNMNT,19291,G F L ENVIRONMENTAL INC,0
02V4,PROFOUND MEDICAL,19018,PROFOUND MEDICAL INC,0
02V5,MAVERIX METALS,18763,MAVERIX METALS INC,0
02VM,ZENTALIS PHARMS,19356,ZENTALIS PHARMACEUTICALS INC,0
02W6,PHUNWARE,16400,PHUNWARE INC,0
02W7,PAE,18202,P A E INC,1
02WD,GAN,19398,G A N LTD,1
02WJ,KINGSOFT CLOUD,19400,KINGSOFT CLOUD HOLDINGS LTD,0
02WP,WARNER MUSIC GRP,19403,WARNER MUSIC GROUP CORP,0
02WT,WIMI HOLOGRAM CL,19354,WIMI HOLOGRAM CLOUD INC,0
02WY,ADC THERAPEUTICS,19391,A D C THERAPEUTICS S A,2
02X1,INARI MED,19358,INARI MEDICAL INC,2
02X2,CNFINANCE HLDG,18223,CNFINANCE HOLDINGS LTD,0
02X7,METALLA,19162,METALLA ROYALTY & STREAMING LTD,0
02XM,PLIANT,19485,PLIANT THERAPEUTICS INC,0
02XN,SHIFT4 PAYMENTS,19404,SHIFT4 PAYMENTS INC,0
02XZ,AVIDITY,19488,AVIDITY BIOSCIENCES INC,0
02Y1,BURNING ROCK,19464,BURNING ROCK BIOTECH LTD,0
02Y4,APPLIED,19462,APPLIED MOLECULAR TRANSPORT INC,0
02YA,BIORA THERAPEUT,19486,BIORA THERAPEUTICS INC,0
02YM,FUSION PHARMA,19475,FUSION PHARMACEUTICALS INC,0
02YP,AGORA,19463,AGORA INC,0
02YX,DUN & BRAD HLDG,19495,DUN & BRADSTREET HOLDINGS INC,1
02YZ,ACCOLADE,19496,ACCOLADE INC,0
02ZB,LI AUTO,19564,LI AUTO INC,0
02ZI,PHENOMEX,19504,BERKELEY LIGHTS INC,1
02ZQ,MONTROSE ENV GRP,19534,MONTROSE ENVIRONMENTAL GROUP INC,0
02ZT,TREAN INS GRP,19572,TREAN INSURANCE GROUP INC,1
02ZU,NURIX,19566,NURIX THERAPEUTICS INC,0
02ZW,VASTA PLATFORM,19574,VASTA PLATFORM LTD,0
030E,VITAL FARMS,19541,VITAL FARMS INC,0
030F,DIGITAL MEDIA,17781,DIGITAL MEDIA SOLUTIONS INC,0
030R,OAK STR HLTH,19605,OAK STREET HEALTH INC,1
030U,FREELINE,19627,FREELINE THERAPEUTICS HLDGS PLC,0
030V,CHECKMATE PHARMS,19622,CHECKMATE PHARMACEUTICALS INC,0
0312,NETSTREIT US,19601,NETSTREIT CORP,0
0314,DUCK CREEK TECH,19578,DUCK CREEK TECHNOLOGIES INC,0
0317,SHIFT TECH,18659,SHIFT TECHNOLOGIES INC,0
031P,SNOWFLAKE,19654,SNOWFLAKE INC,0
0324,FSD PHARMA,19192,FSD PHARMA INC,0
0329,UNITY SOFTWARE,19794,UNITY SOFTWARE INC,0
032A,LIGHTSPEED COMRC,19779,LIGHTSPEED POS INC,5
032G,BROADSTONE LEASE,19658,BROADSTONE NET LEASE INC,0
032H,DYNE THERAPEUTIC,19825,DYNE THERAPEUTICS INC,0
032J,OUTSET MEDICAL,19653,OUTSET MEDICAL INC,0
032M,VONTIER,19807,VONTIER CORP,0
032N,STEPSTONE GROUP,19655,STEPSTONE GROUP INC,0
032O,COMPASS PATHWAYS,19821,COMPASS PATHWAYS PLC,0
032P,AERSALE,18410,AERSALE CORP,0
032Q,BENTLEY SYSTEMS,19818,BENTLEY SYSTEMS INC,0
0330,MCAFEE,19857,MCAFEE CORP,0
033C,GREENPOWER MOTOR,19629,GREENPOWER MOTOR CO INC,0
033D,AMERCN STRATEGIC,19602,NEW YORK CITY REIT INC,1
033E,MISSION PRDC,19946,MISSION PRODUCE INC,0
033K,ACADEMY SPORTS,19945,ACADEMY SPORTS & OUTDOORS INC,0
033L,C4 THERAPEUTICS,19953,C4 THERAPEUTICS INC,0
033M,ORPHAZYME,19839,ORPHAZYME A S,0
033N,SILENCE,19843,SILENCE THERAPEUTICS PLC,0
033O,ONCORUS,19981,ONCORUS INC,0
033W,PROCESSA PHARMS,19985,PROCESSA PHARMACEUTICALS INC,0
033Z,SHATTUCK LABS,19994,SHATTUCK LABS INC,0
0344,KRONOS BIO,19850,KRONOS BIO INC,0
034E,CEREVEL THERAPEU,19547,CEREVEL THERAPEUTICS HLDGS INC,0
034G,FISKER,18184,FISKER INC,0
034H,EARGO,19958,EARGO INC,0
034M,EOS ENERGY,19416,EOS ENERGY ENTERPRISES INC,0
0350,OPTHEA,19982,OPTHEA LTD,0
035B,MEDIAALPHA,19859,MEDIAALPHA INC,0
035I,ROOT,19862,ROOT INC,0
035J,ADVANTAGE,18953,ADVANTAGE SOLUTIONS INC,0
035K,OZON HOLDINGS,20162,OZON HOLDINGS PLC,0
035M,LESLIE'S,19937,LESLIES INC,0
035N,ALLEGRO MICROSYS,19938,ALLEGRO MICROSYSTEMS INC,0
035O,GATOS SILVER,19894,GATOS SILVER INC,0
035P,LUFAX HLDG,19910,LUFAX HOLDING LTD,0
0364,ATEA PHARMS,19939,ATEA PHARMACEUTICALS INC,0
0365,SOC TELEMED,19189,S O C TELEMED INC,0
036C,MP MATERIALS,19433,M P MATERIALS CORP,0
036U,DOORDASH,20189,DOORDASH INC,0
036X,CONCENTRIX,20065,CONCENTRIX CORP,0
036Y,DOCEBO,20289,DOCEBO INC,0
037B,SOTERA HEALTH US,20062,SOTERA HEALTH CO,0
037C,DESKTOP METAL,18719,DESKTOP METAL INC,0
037I,APARTMENT INCOME,20191,APARTMENT INCOME REIT CORP,0
037M,PORCH GROUP,19196,PORCH GROUP INC,0
037R,RADIUS GLOBAL,19989,RADIUS GLOBAL INFRASTRUCTURE INC,0
037S,OPENDOOR TECH,19455,OPENDOOR TECHNOLOGIES INC,0
037W,ROMEO POWER,18533,ROMEO POWER INC,0
0387,AMESITE,19811,AMESITE INC,0
0388,SEER,20187,SEER INC,0
038H,ONDAS HOLDINGS,20312,ONDAS HOLDINGS INC,0
038K,C3 AI,20193,C3 AI INC,0
038O,CERTARA,20195,CERTARA INC,0
0397,CONTEXTLOGIC,20333,CONTEXTLOGIC INC,0
0398,UPSTART HOLDINGS,20196,UPSTART HOLDINGS INC,0
039F,908 DEVICES,20305,908 DEVICES INC,0
039L,MIDWEST HOLDING,20306,MIDWEST HOLDING INC,0
03A0,SPRUCE POWER,18936,SPRUCE POWER HOLDING CORP,0
03AB,POSHMARK,20340,POSHMARK INC,0
03AP,ADITXT,19460,ADITXT INC,0
03AQ,PETCO HEALTH,20341,PETCO HEALTH & WELLNESS CO INC,0
03BG,PATRIA INVE,20445,PATRIA INVESTMENTS LTD,0
03BH,MEDICENNA,19645,MEDICENNA THERAPEUTICS CORP,0
03BQ,GENIUS SPORTS,20991,GENIUS SPORTS LTD,0
03BQ,DMY TECH GRP II,19875,DMY TECHNOLOGY GROUP INC II,1
03BR,TRINITY CAPITAL,20456,TRINITY CAPITAL INC,0
03C0,TELUS INTL,20553,TELUS INTERNATIONAL CDA INC,0
03C2,ATOTECH,20560,ATOTECH LTD,0
03C5,ELICIO,20567,ELICIO THERAPEUTICS INC,0
03C7,BOLT,20578,BOLT BIOTHERAPEUTICS INC,0
03CA,TERNS PHARMA,20632,TERNS PHARMACEUTICALS INC,0
03CE,ZIM INTEGRATED,20410,Z I M INTEGRATED SHIP SERV LTD,0
03CM,VIANT TECHNOLOGY,20469,VIANT TECHNOLOGY INC,0
03CO,APRIA,20568,APRIA INC,0
03D7,CHURCHILL CAP II,18794,CHURCHILL CAPITAL CORP II,0
03D7,SKILLSOFT,21416,SKILLSOFT CORP,0
03DE,PURECYCLE,19489,PURECYCLE TECHNOLOGIES INC,0
03DI,PARTS ID,17090,PARTS ID INC,0
03DL,SCORE MEDIA,20625,SCORE MEDIA & GAMING INC,0
03DW,INNOVAGE HLDG,20647,INNOVAGE HOLDING CORP,0
03E4,PROMETHEUS BIO,20870,PROMETHEUS BIOSCIENCES INC,0
03E8,METROMILE,19970,METROMILE INC,0
03E9,COINBASE GLOBAL,20892,COINBASE GLOBAL INC,0
03ED,COMPASS,20916,COMPASS INC,0
03EG,INSTIL BIO,20655,INSTIL BIO INC,0
03EI,CONNECT,20776,CONNECT BIOPHARMA HOLDINGS LTD,0
03EK,DIGITALOCEANHLDG,20656,DIGITALOCEAN HOLDINGS INC,0
03ER,ALIGNMENT,20661,ALIGNMENT HEALTHCARE INC,0
03EZ,PLAYSTUDIOS,20277,PLAYSTUDIOS INC,0
03F1,PROTERRA,20136,PROTERRA INC,0
03F2,VINTAGE WINE,20580,VINTAGE WINE ESTATES INC,0
03F4,COURSERA,20681,COURSERA INC,0
03FA,ASSAI ATACADISTA,20728,SENDAS DISTRIBUIDORA S A,1
03FC,BROOGE ENERGY,17978,BROOGE HOLDINGS LTD,1
03FO,VECTIVBIO HLDG,21112,VECTIVBIO HOLDING A G,0
03FS,FRONTIER COMM,21297,FRONTIER COMMUNICATIONS PRINT,0
03FT,FOLEY TRASIMENE,19519,FOLEY TRASIMENE ACQ CORP,0
03FT,ALIGHT,21617,ALIGHT INC,0
03FV,TUSIMPLE HLDG,20895,TUSIMPLE HOLDINGS INC,0
03FW,SMART SHARE GLO,21041,SMART SHARE GLOBAL LTD,0
03FX,KARAT PACKAGING,21072,KARAT PACKAGING INC,0
03FY,AGILON HEALTH,20893,AGILON HEALTH INC,0
03G0,APPLOVIN,20894,APPLOVIN CORP,0
03G1,UCLOUDLINK GRP,19492,UCLOUDLINK GROUP INC,0
03G7,DOUBLEVERIFY HOL,20920,DOUBLEVERIFY HOLDINGS INC,0
03G9,UIPATH,20972,UIPATH INC,0
03GA,ZYMERGEN,20900,ZYMERGEN INC,0
03GG,GREENLAND TECH,18047,GREENLAND TECH HLDG CORP,0
03GH,IPI LEGACY,21065,IMPEL NEUROPHARMA INC,1
03GJ,VIEW,19955,VIEW INC,0
03GK,TREACE MEDICAL C,21105,TREACE MEDICAL CONCEPTS INC,0
03GM,LATHAM GROUP,20902,LATHAM GROUP INC,0
03GR,RAIN ONCOLOGY,21089,RAIN THERAPEUTICS INC,1
03GT,AVEANNA HLTHCR,21026,AVEANNA HEALTHCARE HOLDINGS INC,0
03GU,MARKFORGED HLDG,19935,MARKFORGED HOLDING CORP,0
03GZ,WATERDROP,21249,WATERDROP INC,0
03H5,PROCORE TECH,21237,PROCORE TECHNOLOGIES INC,0
03HC,FIVE STAR BANC,21294,FIVE STAR BANCORP,0
03HR,VALNEVA,21341,VALNEVA S E,0
03HW,GLOBAL-E ONLINE,21301,GLOBAL E ONLINE LTD,0
03I1,IPOWER,21308,IPOWER INC,0
03I2,BEACHBODY CO,20365,BEACHBODY CO INC,0
03II,CANO HLTH,19539,CANO HEALTH INC,0
03IJ,SPIRE GLOBAL,20094,SPIRE GLOBAL INC,0
03IX,DAY ONE BIOPHARM,21262,DAY ONE BIOPHARMACEUTICALS INC,0
03IZ,SINGULAR GENOMIC,21263,SINGULAR GENOMICS SYSTEMS INC,0
03J0,PAYMENTUS HLDG,21123,PAYMENTUS HOLDINGS INC,0
03J2,BLACKSKY TECH,19114,BLACKSKY TECHNOLOGY INC,0
03J4,ZIPRECRUITER,21125,ZIPRECRUITER INC,0
03J8,BUTTERFLY,19533,BUTTERFLY NETWORK INC,0
03JB,MONDAY.COM,21571,MONDAY COM LTD,0
03JL,MARQETA,21345,MARQETA INC,0
03JS,VALARIS LTD,21257,VALARIS LTD,0
03JW,DIDI GLOBAL,21374,DIDI GLOBAL INC,0
03JZ,AST SPACEMOBILE,19076,A S T SPACEMOBILE INC,0
03K3,CAREMA,19824,CAREMAX INC,0
03K5,MIND MEDICINE,21077,MIND MEDICINE MINDMED INC,0
03K7,EVOLV TECH HLDG,19838,EVOLV TECHNOLOGIES HOLDINGS INC,0
03K8,ZETA GLO HLDG,21349,ZETA GLOBAL HOLDINGS CORP,1
03KD,TALKSPACE,19556,TALKSPACE INC,0
03KG,SC HEALTH,18939,S C HEALTH CORP,0
03KG,ROCKLEY PHOTONIC,21826,ROCKLEY PHOTONICS HOLDINGS LTD,0
03KK,ATAI LIFE SCIENC,21516,ATAI LIFE SCIENCES N V,0
03KM,BOGOTA FINCL,19185,BOGOTA FINANCIAL CORP,0
03KS,CYTEIR,21528,CYTEIR THERAPEUTICS INC,0
03KU,NEXXEN,21587,TREMOR INTERNATIONAL LTD,1
03KY,ARCHAEA ENERGY,20246,ARCHAEA ENERGY INC,0
03L2,LEGACY EJY,20611,ENJOY TECHNOLOGY INC,1
03L4,VERSUS SYS,20462,VERSUS SYSTEMS INC,0
03L5,REE AUTOMOTIVE,21757,R E E AUTOMOTIVE LTD,0
03L8,FIRST ADVANTAGE,21352,FIRST ADVANTAGE CORP,0
03L9,DOXIMITY,21357,DOXIMITY INC,0
03LH,LENZ,21547,LENZ THERAPEUTICS INC,0
03LK,IRONNET,19295,IRONNET INC,0
03LL,GULFPORT ENERGY,21219,GULFPORT ENERGY CORP,0
03LS,MISSFRESH,21569,MISSFRESH LTD,0
03LW,IRONSOURCE,21431,IRONSOURCE LTD,0
03LX,SENTINELONE,21415,SENTINELONE INC,0
03LY,INTAPP,21559,INTAPP INC,0
03M0,TORRID HOLDINGS,21683,TORRID HOLDINGS INC,0
03M1,ACUMEN,21695,ACUMEN PHARMACEUTICALS INC,0
03M2,LEGALZOOM.COM,21564,LEGALZOOM COM INC,0
03M4,SUNLIGHT FINANCI,20390,SUNLIGHT FINANCIAL HOLDINGS INC,0
03M5,POINT BIO,19573,POINT BIOPHARMA GLOBAL INC,0
03MA,ASTRA SPACE,19835,ASTRA SPACE INC,0
03MC,SWITCHBACK II,20759,SWITCHBACK II CORP,0
03MC,BIRD GLOBAL,22356,BIRD GLOBAL INC,0
03MG,KANZHUN,21525,KANZHUN LTD,0
03MH,SHARECARE,20145,SHARECARE INC,0
03MY,FULL TRUCK ALLIA,21401,FULL TRUCK ALLIANCE CO LTD,0
03MZ,MARKETWISE,19797,MARKETWISE INC,0
03N2,VICTORIA'S SECRE,21609,VICTORIAS SECRET & CO,0
03ND,SIGHT SCIENCES,21764,SIGHT SCIENCES INC,0
03NE,SOHO HOUSE & CO,21663,MEMBERSHIP COLLECTIVE GROUP INC,1
03NF,SERA PROGNOSTICS,21763,SERA PROGNOSTICS INC,0
03NK,ERASCA,21599,ERASCA INC,0
03NO,ABSCI,21604,ABSCI CORP,0
03NP,INSTRUCTURE HLDG,21648,INSTRUCTURE HOLDINGS INC,0
03NR,RYAN SPECIALTY,21605,RYAN SPECIALTY GROUP HLDGS INC,0
03NS,COUCHBASE,21701,COUCHBASE INC,0
03NV,VTEX,21691,V T E X,1
03NW,CS DISCO,21601,C S DISCO INC,0
03O0,23ANDME,20134,23ANDME HOLDING CO,0
03O1,WM TECH,19025,W M TECHNOLOGY INC,0
03O5,GAMBLING.COM GRP,21716,GAMBLING COM GROUP LTD,0
03OA,FIELD TRIP,21714,FIELD TRIP HEALTH LTD,0
03OC,CANDEL THERAPEUT,21705,CANDEL THERAPEUTICS INC,0
03OF,MERIDIANLINK,21613,MERIDIANLINK INC,0
03OH,DECARBONIZATION,20778,DECARBONIZATION PL ACQ CORP II,0
03OH,ACN 650 026 314,22643,TRITIUM D C F C LTD,3
03OK,OMEGA,21750,OMEGA THERAPEUTICS INC,0
03OO,IMMUNEERING CORP,21732,IMMUNEERING CORP,0
03OX,CYBIN,21799,CYBIN INC,0
03P4,CERBERUS TELECOM,20273,CERBERUS TELECOM ACQ CORP,0
03P4,KORE GRP HLDG,22132,KORE GROUP HOLDINGS INC,0
03P9,DINGDONG CAYMAN,21379,DINGDONG CAYMAN LTD,0
03PH,ARDAGH METAL PAC,21827,ARDAGH METAL PACKAGING S A,0
03PK,HIGH TIDE,21552,HIGH TIDE INC,0
03PU,GAMESQUARE HLDG,21541,GAMESQUARE HOLDINGS INC DE,0
03PW,STHRN STAT BNCSH,21882,SOUTHERN STATES BANCSHARES INC,0
03QU,DOCGO,20307,DOCGO INC,0
03R9,LILIUM,21940,LILIUM N V,0
03RD,GINKGO BIOWORKS,21102,GINKGO BIOWORKS HOLDINGS INC,0
03RF,BIT DIGITAL,17354,BIT DIGITAL INC,0
03RM,MONEYLION,19592,MONEYLION INC,0
03RO,RENOVACOR,19417,RENOVACOR INC,0
03RP,SAB US,20576,SAB BIOTHERAPEUTICS INC,1
03RR,COMPASS,22295,COMPASS THERAPEUTICS INC,2
03RX,AGILETHOUGHT,19194,AGILETHOUGHT INC,0
03S1,VICARIOUS,19803,VICARIOUS SURGICAL INC,0
03S4,THOUGHTWORKS HOL,21893,THOUGHTWORKS HOLDING INC,0
03S5,ENACT HOLDINGS,21906,ENACT HOLDINGS INC,0
03S6,DEFINITIVE HLTH,21891,DEFINITIVE HEALTHCARE CORP,0
03S7,PROCEPT,21892,PROCEPT BIOROBOTICS CORP,0
03SB,PALLADYNE AI,20726,SARCOS TECH & ROBOTICS CORP,1
03SE,FRESHWORKS,21895,FRESHWORKS INC,0
03SF,CONSENSUS CLOUD,21922,CONSENSUS CLOUD SOLUTIONS INC,0
03SG,ENGAGESMART,22003,ENGAGESMART INC,0
03SH,STERLING CHECK,21897,STERLING CHECK CORP,0
03SI,REMITLY GLOBAL,21957,REMITLY GLOBAL INC,0
03SL,ARGO BLOCKCHAIN,21912,ARGO BLOCKCHAIN PLC,0
03SM,SMARTRENT,20599,SMARTRENT INC,0
03SN,CUE HEALTH,21933,CUE HEALTH INC,0
03SV,AMPLITUDE,21904,AMPLITUDE INC,0
03T1,NUVEI,22222,NUVEI CORP,0
03T5,EXSCIENTIA,22203,EXSCIENTIA PLC,0
03TD,ESS TECH,20171,E S S TECH INC,0
03TG,THESEUS PHARMA,22240,THESEUS PHARMACEUTICALS INC,0
03TJ,ISOPLEXIS,22211,ISOPLEXIS CORP,0
03TL,PYXIS ONCOLOGY,22229,PYXIS ONCOLOGY INC,0
03TT,IHS HOLDING,22169,I H S HOLDING LTD,0
03TZ,GLOFOUNDRIES,22206,GLOBALFOUNDRIES INC,0
03U5,MINK THERAPEUTIC,22210,MINK THERAPEUTICS INC,0
03U8,NAVITAS SE,20381,NAVITAS SEMICONDUCTOR CORP,0
03U9,ISPECIMEN,21562,ISPECIMEN INC,0
03UB,TRICON RESIDEN,22161,TRICON RESIDENTIAL INC,0
03UG,VITA COCO CO,22199,VITA COCO CO INC,0
03UI,P10,22145,P10 INC,0
03UL,ARIS WATER SOLUT,22096,ARIS WATER SOLUTIONS INC,0
03UN,NEUROONE MEDICAL,21322,NEUROONE MEDICAL TECH CORP,0
03UP,RUNWAY GROWTH,22237,RUNWAY GROWTH FINANCE CORP,0
03UU,CONTEXT,22196,CONTEXT THERAPEUTICS INC,0
03UW,GREENIDGE,21889,GREENIDGE GENERATION HLDGS INC,0
03V4,XILIO,22258,XILIO THERAPEUTICS INC,0
03V8,RENT THE RUNWAY,22232,RENT THE RUNWAY INC,0
03V9,INFORMATICA INC,22087,INFORMATICA INC,0
03VA,ARTERIS,22177,ARTERIS INC,0
03VI,HIRERIGHT HLDG,22115,HIRERIGHT HOLDINGS CORP,0
03VJ,SONENDO,22158,SONENDO INC,0
03VL,AURA BIOSCIENCES,22184,AURA BIOSCIENCES INC,0
03VO,SOMALOGIC,21030,SOMALOGIC INC,0
03VT,ALLBIRDS,22260,ALLBIRDS INC,0
03VU,NEXTDOOR HLDG,20832,NEXTDOOR HOLDINGS INC,0
03VV,AIRSCULPT TECH,22178,AIRSCULPT TECHNOLOGIES INC,0
03W5,NERDWALLET,22263,NERDWALLET INC,0
03WC,BURGERFI INTL,17369,BURGERFI INTERNATIONAL INC,0
03WI,CI&T,22418,C I & T INC,1
03WK,CARDIOL THERAP,21836,CARDIOL THERAPEUTICS INC,0
03WL,BACKBLAZE,22287,BACKBLAZE INC,0
03WY,ALGOMA STEEL GRP,22182,ALGOMA STEEL GROUP INC,0
03X1,SWEETGREEN,22268,SWEETGREEN INC,0
03X6,BRAZE,22267,BRAZE INC,0
03X7,JOURNEY MEDICAL,22296,JOURNEY MEDICAL CORP,0
03XB,PROCAPS GROUP,21955,PROCAPS GROUP S A,0
03XC,P3 HEALTH PARTNE,21044,P3 HEALTH PARTNERS INC,0
03XM,PIMCO DIF,13393,PIMCO DYNAMIC INCOME FUND,1
03XS,INNOVID,20996,INNOVID CORP,0
03XT,HEARTBEAM,22281,HEARTBEAM INC,0
03Y9,KIDPIK,22333,KIDPIK CORP,0
03YA,XORTX,22259,XORTX THERAPEUTICS INC,0
03YE,SILVERBOX ENGAGE,21093,SILVERBOX ENGAGED MERGER CORP I,0
03YE,BRC,22811,B R C INC,1
03YF,NOMAD ROYALTY CO,21810,NOMAD ROYALTY CO LTD,0
03YG,VERSABANK,21972,VERSABANK,0
03YN,NU HOLDINGS,22503,NU HOLDINGS LTD,0
03YO,HASHICORP,22424,HASHICORP INC,0
03YP,INTELLIGENT BIO,20294,INTELLIGENT BIO SOLUTIONS INC,0
03YT,NOUVEAU MONDE,21230,NOUVEAU MONDE GRAPHITE INC,0
03YU,LONGEVERON,20609,LONGEVERON INC,0
03Z2,COMPOSECURE,20138,COMPOSECURE INC,0
03Z3,NEUROSENSE,22583,NEUROSENSE THERAPEUTICS LTD,0
03ZG,GENENTA SCIENCE,22557,GENENTA SCIENCE S P A,0
03ZH,MIRION TECH,19593,MIRION TECHNOLOGIES INC,0
03ZP,PARDESBIO,20596,PARDES BIOSCIENCES INC,0
03ZU,ADVANCED HEALTH,22274,ADVANCED HEALTH INTELLIGENCE LTD,0
040J,HEALTHCARE CAP,20807,HEALTHCARE CAPITAL CORP,0
040J,ALPHA TAU,22894,ALPHA TAU MEDICAL LTD,0
040L,SURGEPAYS,22344,SURGEPAYS INC,0
040V,CINCOR PHARMA,22637,CINCOR PHARMA INC,0
040X,FGI INDUSTRIES,22619,F G I INDUSTRIES LTD,0
040Y,IM CANNABIS,20817,IM CANNABIS CORP,0
0412,RELIANCE GLOBAL,20623,RELIANCE GLOBAL GROUP INC,0
0418,JUST EAT TAKEAWA,21548,JUST EAT TAKEAWAY COM N V,0
041L,STRAN & CO,22343,STRAN & CO INC,0
041O,NOVONIX,22786,NOVONIX LTD,0
